Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Matthew,Cain,Gonzales Plaza 2120,Lake Stephaniestad,62781,Danmark,DK,19720802-6143,+45,001-619-702-5303x016,1972-08-02,True
Linda,Nielsen,Holmstien 2,Tveit,8254,Norge,NO,19440112-2385,+45,02864748,1944-01-12,True
Melissa,Dahl,Skogstorget 1,Uppsala,63963,Sverige,SE,19710117-3369,+46,035-779 63 12,1971-01-17,True
Lars-Erik,Andersson,Industrigränd 2,Södertälje,16068,Sverige,SE,19590715-7253,+46,+46 (0)767 862 08,1959-07-15,True
Roland,Svensson,Kyrkogränd 397,Linköping,79004,Sverige,SE,19911228-7704,+46,0160-061 62,1991-12-28,True
Nicholas,Skinner,Garcia Summit 903,Lake Stevenstad,80212,Danmark,DK,19420208-0989,+45,(815)713-0481,1942-02-08,True
Johanna,Salmi,Agnes Sjöbergin polku 11,Jyväskylä,43650,Finland,FI,19660523-5474,+358,+358 94 0266826,1966-05-23,True
Elsa,Skog,Järnvägsvägen 42,Borås,70828,Sverige,SE,19460323-2020,+46,+46 (0)8 524 348 69,1946-03-23,True
Yvonne,Bengtsson,Strandtorget 57,Jönköping,32472,Sverige,SE,19980409-8270,+46,08-059 652 68,1998-04-09,True
Anna,Ibrahim,Backgatan 50,Linköping,46487,Sverige,SE,19800707-4854,+46,+46 (0)8 909 114 46,1980-07-07,True
Espen,Halvorsen,Andersensvingen 226,Ellingsen,1147,Norge,NO,19440719-7100,+47,48 11 84 78,1944-07-19,True
Morten,Eriksen,Vikekra 5,Ritasund,7761,Norge,NO,19950127-8245,47,40631602,1995-01-27,True
Martin,Sundberg,Bäckvägen 3,Karlskoga,10359,Sverige,SE,19400302-0914,+46,096-79 28 16,1940-03-02,True
Sigrid,Ruud,Nilsenvollen 1,Ellingsen,3714,Norge,NO,20000816-7523,+47,91081547,2000-08-16,True
Tom,Andresen,Gulbrandsenringen 5,Helland,2332,Norge,NO,19470610-4737,+47,415 66 575,1947-06-10,True
Johan,Henriksson,Järnvägsgränd 7,Norrköping,53373,Sverige,SE,19411115-9834,+46,08-55 51 41,1941-11-15,True
Lowe,Svärd,Fabriksvägen 02,Skövde,61160,Sverige,SE,19730215-7035,+46,0678-46 86 82,1973-02-15,True
Sigrid,Lien,Bøelia 2B,Edvardsen,1492,Norge,NO,19471018-4165,+47,36487854,1947-10-18,True
Jerry,Barker,Jesse Common 75223,Port Meredith,62869,Danmark,DK,19540511-7316,+45,952.886.4866,1954-05-11,True
Synnøve,Andresen,Pettersenberget 42C,Sebastiannes,3397,Norge,NO,19800717-7190,+47,75 40 90 91,1980-07-17,True
Rut,Andersson,Strandtorget 51,Skellefteå,51281,Sverige,SE,19990717-1753,+45,08-062 079 12,1999-07-17,True
Christina,Moberg,Grangatan 2,Borås,93355,Sverige,SE,19641229-8813,+46,08-251 104 61,1964-12-29,True
Harald,Frisk,Backgatan 94,Piteå,62192,Sverige,SE,19590616-2336,+46,0057-00 23 27,1959-06-16,True
Henry,Singh,Kyrkgatan 7,Skövde,40524,Sverige,SE,19750129-8370,+46,08-27 73 24,1975-01-29,True
Nancy,Nilsson,Ringgatan 754,Motala,83185,Sverige,SE,19760806-3713,+46,+46 (0)8 792 359 32,1976-08-06,True
Liam,Westlund,Ängsvägen 2,Södertälje,98171,Sverige,SE,19960524-0476,+46,+46 (0)21 82 22 11,1996-05-24,True
Asbjørn,Lunde,Jensenskogen 9,Pedersen,5154,Norge,NO,19711211-2805,+47,45121328,1971-12-11,True
Thomas,Adolfsson,Storgatan 01,Ängelholm,53705,Sverige,SE,19581212-0755,+46,034-57 01 16,1958-12-12,False
Wenche,Arnesen,Aashavna 24,Lunde,7199,Norge,NO,19711007-0958,+47,73539079,1971-10-07,True
Jan,Eriksen,Tveitflata 3,Håvardby,7708,Norge,NO,19880325-5270,47,39 46 73 36,1988-03-25,True
Sverre,Tveit,Ellingsenmarka 5,Simonsen,9660,Norge,NO,19510928-3403,+47,71536209,1951-09-28,True
Grete,Simonsen,Ellingsenrøa 3,Myklebust,8256,Norge,NO,19690702-7983,+47,49228071,1969-07-02,True
Carolina,Olsson,Björkvägen 0,Skellefteå,54820,Sverige,SE,19870820-4538,+46,087-270 05 74,1987-08-20,True
Megan,Santiago,Jeffrey Hill 0122,Russelltown,24309,Danmark,DK,19970417-7237,+45,(359)261-6025x738,1997-04-17,True
Ruth,Iversen,Berggata 04A,Myklebust,2693,Norge,NO,19780809-1182,+47,70 74 49 05,1978-08-09,True
Joseph,Porter,Bryan Ridge 164,South Heather,98343,Danmark,DK,19571206-5665,+45,233.572.2065x31366,1957-12-06,True
Mathew,Anderson,Hughes Crescent 2470,North Natasha,28334,Danmark,DK,19731201-4074,+45,+1-828-321-1854x39447,1973-12-01,True
Diane,Harris,Rebecca Crescent 61354,Port Cynthia,58806,Danmark,DK,19560418-9143,+45,228-966-3858x5882,1956-04-18,True
Stina,Olsen,Skogstorget 30,Kalmar,71150,Sverige,SE,19450203-5683,+46,+46 (0)8 439 205 74,1945-02-03,True
Eva,Andersson,Skolvägen 6,Malmö,96482,Sverige,SE,19581124-6419,+46,+46 (0)8 461 939 80,1958-11-24,True
Margareta,Falk,Järnvägsvägen 875,Mölndal,47365,Sverige,SE,19870106-6742,+46,0716-474 39,1987-01-06,True
Jörgen,Gustafsson,Aspstigen 5,Nyköping,13265,Sverige,SE,19471009-8607,+46,+46 (0)8 454 137 97,1947-10-09,True
Camilla,Hansen,Knutsenplassen 5,Kristofferøy,2914,Norge,NO,19790830-3095,+47,+47 44 79 63 44,1979-08-30,True
Bryce,Becker,Blair Glens 77313,Port Angela,23735,Danmark,DK,19681025-0944,+45,(501)272-0249,1968-10-25,True
Ted,Jonsson,Ängsvägen 32,Örebro,44965,Sverige,SE,19720528-7609,+46,0647-059 10,1972-05-28,True
Linda,Moore,Matthews Shoal 050,New Tracy,60329,Danmark,DK,19680613-7770,+45,6159159809,1968-06-13,True
Torbjørn,Larsen,Haugeneggen 058,Kimnes,4838,Danmark,NO,19800131-5229,+47,942 47 995,1980-01-31,True
Lovisa,Jonsson,Björkvägen 261,Sandviken,41325,Sverige,SE,19740304-6758,+46,098-61 11 46,1974-03-04,False
Nina,Nilsson,Industristigen 71,Gävle,31874,Sverige,SE,19420902-7546,+46,008-58 34 27,1942-09-02,True
Henrik,Nylander,Villastigen 449,Malmö,26016,Sverige,SE,19840201-5238,+46,08-415 67 17,1984-02-01,True
Kjell,Jacobsen,Jakobsenstubben 7,Solveigby,2285,Norge,NO,19930413-8520,+47,431 47 886,1993-04-13,True
Juan,Ortiz,Jensen Plaza 6711,South Vanessa,82224,Danmark,DK,19981123-5560,+45,901.337.1081x500,1998-11-23,True
Patricia,Dahlin,Furugränd 760,Uddevalla,37198,Sverige,SE,19990208-8473,+46,08-64 69 64,1999-02-08,True
Anna,Folkesson,Aspstigen 065,Östersund,47068,Sverige,SE,19970520-5570,+46,087-47 90 75,1997-05-20,True
Marius,Andresen,Andresenhagen 5,Ahmed,2544,Norge,NO,19730622-5151,+47,83735086,1973-06-22,True
Henrik,Hanssen,Thorsengropa 19,Øysteinfjell,9033,Norge,NO,19980814-0291,+47,46455170,1998-08-14,True
Ingrid,Engström,Skoltorget 4,Landskrona,51239,Sverige,SE,19410711-4639,+46,+46 (0)8 614 575 50,1941-07-11,True
Adrian,Johnsen,Knutsenvollen 4,Ødegård,2081,Norge,NO,19591029-3248,+47,26 42 12 26,1959-10-29,True
Marie-Louise,Sköld,Kvarngatan 4,Nyköping,92982,Sverige,SE,19860118-4302,+46,+46 (0)98 37 28 16,1986-01-18,True
April,Lane,Cynthia Radial 3010,West Jamesport,31403,Danmark,DK,19911020-1526,+45,001-764-316-5612x194,1991-10-20,True
Ewa,Saleh,Furugatan 42,Varberg,17094,Sverige,SE,19641229-7884,+46,08-616 50 83,1964-12-29,True
Megan,Peck,Lisa Stravenue 52772,North Shannon,19834,Danmark,DK,19910520-7723,+45,529.227.0125x16472,1991-05-20,True
Grethe,Karlsen,Edvardsentoppen 1,Iversen,6258,Norge,NO,19711105-2091,+47,905 30 349,1971-11-05,True
Sofia,Svensson,Storstigen 8,Ängelholm,81039,Sverige,SE,19720510-7252,+46,0723-388 41,1972-05-10,True
Markus,Eriksson,Backvägen 76,Gävle,72011,Sverige,SE,19450306-5403,+46,0499-44 35 01,1945-03-06,True
Berit,Lundberg,Aspvägen 96,Örebro,34055,Sverige,SE,19850531-6398,+46,08-44 59 15,1985-05-31,True
Tommy,Næss,Bergeeggen 47,Håkonstrøm,1292,Norge,NO,19641028-8113,+47,408 74 436,1964-10-28,True
Kalle,Krantz,Strandstigen 791,Malmö,96719,Sverige,SE,19991207-2325,+46,0755-353 82,1999-12-07,True
Håkan,Jonsson,Ringgatan 41,Halmstad,35278,Sverige,SE,19510221-1369,+46,+46 (0)58 20 10 05,1951-02-21,True
John,Fredriksson,Grangatan 3,Lund,64130,Sverige,SE,19810804-4794,+46,08-34 73 24,1981-08-04,True
Eric,Smith,Kim Locks 403,Davisport,21318,Danmark,DK,19750130-2538,+45,(755)786-1244,1975-01-30,True
Elias,Mattsson,Fabriksstigen 162,Lidköping,41343,Sverige,SE,19690504-8937,+46,08-28 55 66,1969-05-04,True
Kenneth,Haugen,Moeekra 2,Gretheeid,8338,Norge,NO,19970619-9381,+47,417 59 009,1997-06-19,True
Erland,Josefsson,Nygatan 76,Landskrona,90661,Sverige,SE,19660508-7771,+46,08-40 81 57,1966-05-08,True
Felicia,Karlström,Nyvägen 457,Växjö,81148,Sverige,SE,19571227-8260,+46,0052-37 03 91,1957-12-27,True
Jimmy,Ellis,Reginald Islands 529,Craigside,99401,Danmark,DK,19650114-7502,+45,001-267-476-9537,1965-01-14,True
Katarina,Persson,Skolvägen 0,Örebro,60207,Sverige,SE,19780928-4489,+46,08-446 290 51,1978-09-28,True
Simen,Andresen,Antonsenåsen 95A,Berg,1779,Norge,NO,19850711-5613,+47,74 56 69 17,1985-07-11,True
Stina,Pettersson,Nygränd 16,Lund,70649,Sverige,SE,19740204-6078,+46,+46 (0)346 163 67,1974-02-04,True
Astrid,Sandvik,Moevollen 900,Martinegrunn,4509,Norge,NO,19540227-7717,+47,83 34 94 99,1954-02-27,True
Brita,Sundqvist,Stationsstigen 5,Sandviken,25535,Sverige,SE,19510420-3872,+46,+46 (0)58 52 47 75,1951-04-20,True
Jenny,Strøm,Christensenflata 36,Mariusfoss,0451,Norge,NO,19870308-0320,+47,26438407,1987-03-08,True
Anne,Sivertsen,Jørgensentjernet 1,Reidunfoss,7354,Norge,NO,19970426-5967,+47,92511840,1997-04-26,True
Stine,Haugland,Jacobsenhavna 89A,Rolffoss,7211,Norge,NO,19711028-2834,+47,926 82 221,1971-10-28,True
Tom,Sæther,Christensenjordet 26D,Oddhavn,7952,Norge,NO,19480215-7532,+47,913 95 866,1948-02-15,True
Verneri,Saastamoinen,Maneesikuja 52,Maarianhamina,04020,Finland,FI,19781221-5922,+358,0715458862,1978-12-21,True
Line,Nygård,Haugenringen 12,Berg,9453,Norge,NO,20000910-5066,+47,96976959,2000-09-10,True
Viggo,Wahlberg,Skogsvägen 108,Trollhättan,79969,Sverige,SE,19770723-0558,+46,0571-995 97,1977-07-23,True
Karl,Johansson,Stationsgatan 79,Östersund,12515,Sverige,SE,19660118-7711,+46,+46 (0)8 810 413 35,1966-01-18,True
Maren,Gundersen,Amundsenrøa 5,Solberg,2841,Norge,NO,19791116-7365,+47,+47 06 43 75 35,1979-11-16,False
Aud,Moen,Johnsenhaugen 53,Mathiasø,1252,Norge,NO,19540119-6849,+47,98106948,1954-01-19,True
Odd,Tveit,Jensenhaugen 2,Tommyhamn,4849,Norge,NO,19740122-3365,+47,+4788752659,1974-01-22,True
Hanna,Claesson,Åkervägen 2,Karlskoga,89143,Sverige,SE,19880916-8313,+46,08-886 13 47,1988-09-16,True
Jonathan,Berg,Sandra Center 28167,New Lisa,70453,Danmark,DK,19760312-1984,+45,001-800-861-6040x84888,1976-03-12,True
Lovisa,Oskarsson,Ängsvägen 6,Umeå,53000,Sverige,SE,19760215-6338,+46,0162-726 75,1976-02-15,True
Joshua,Martinez,Medina Locks 1493,Mirandamouth,13356,Danmark,DK,19930607-4374,+45,001-787-295-6648x8708,1993-06-07,True
Johan,Karlsson,Skolgatan 94,Karlskrona,36433,Sverige,SE,19430710-2158,+46,0453-056 44,1943-07-10,True
Torill,Hanssen,Ruudtoppen 59E,Stianborg,2120,Norge,NO,19500201-8761,+47,63 59 66 74,1950-02-01,True
Sarah,Olsson,Strandgatan 3,Kalmar,26105,Sverige,SE,19610120-6423,+46,0712-385 67,1961-01-20,True
Grete,Moe,Brekkeberget 239,Eliassen,9828,Norge,NO,19460328-7284,+47,43484512,1946-03-28,True
Aud,Hanssen,Jacobsenskrenten 7A,Svendsen,9864,Norge,NO,19780122-4115,+47,+47 61 71 33 66,1978-01-22,True
Jennifer,Ekman,Skolgränd 620,Borås,38019,Sverige,SE,19501029-6607,+46,0175-64 61 76,1950-10-29,True
Kajsa,Petersson,Kyrkostigen 76,Ängelholm,32698,Sverige,SE,19770518-5079,+46,022-85 06 62,1977-05-18,True
Ragnhild,Dahl,Paulsenberget 1,Rasmussen,0943,Norge,NO,19750712-8835,+47,93667120,1975-07-12,True
Bente,Nygård,Solbergbråten 824,Jorunnsund,5850,Norge,NO,19870614-2713,+47,96 05 32 70,1987-06-14,True
Britt-Mari,Knutsson,Strandgatan 71,Mölndal,73425,Sverige,SE,19850911-0791,+46,08-495 039 56,1985-09-11,True
Matthew,White,Robert Springs 148,Maryshire,64475,Danmark,DK,19980602-4242,+45,001-921-265-9185,1998-06-02,True
Per,Claesson,Parkstigen 5,Linköping,31209,Sverige,SE,19971014-9528,+46,081-154 93 47,1997-10-14,True
Kristian,Ollila,Maasalonpolku 7,Vihti,95279,Finland,FI,19750225-1639,+358,+358037334041,1975-02-25,True
Carl,Möller,Bäckvägen 2,Landskrona,29614,Sverige,SE,19910318-7808,+46,0590-12 74 87,1991-03-18,True
Hanna,Persson,Skogsgränd 07,Kalmar,42167,Sverige,SE,19811227-1978,+46,+46 (0)651 242 32,1981-12-27,True
Lena,Dahlberg,Nystigen 259,Malmö,72531,Sverige,SE,19621113-5342,+46,097-930 69 10,1962-11-13,True
Maria,Johansson,Kvarngränd 0,Alingsås,19163,Sverige,SE,19830127-5191,+46,017-704 37 08,1983-01-27,True
Tuija,Mäkelä,Benktanpolku 595,Janakkala,42665,Finland,FI,19631022-400U,+358,0594568073,1963-10-22,True
Solveig,Martinsen,Hauglandlia 04,Holm,6182,Danmark,NO,19601217-0923,+47,958 12 086,1960-12-17,True
Linn,Nguyen,Nielsengata 532,Adrianborg,7862,Norge,NO,19520417-2111,+47,12167126,1952-04-17,True
Annika,Eriksson,Åkergatan 693,Uddevalla,79409,Sverige,SE,19690402-1044,+46,0748-017 69,1969-04-02,True
Kathryn,Mills,Kimberly Shoals 9326,Evelynborough,43444,Danmark,DK,19480311-0666,+45,+1-337-313-6266,1948-03-11,True
Eva,Alm,Kyrkostigen 61,Trelleborg,19875,Sverige,SE,19870926-6951,+46,0753-109 48,1987-09-26,True
Viktor,Landin,Skogsvägen 12,Linköping,62616,Sverige,SE,19500126-0825,+46,+46 (0)878 568 54,1950-01-26,True
Wayne,Brennan,Yates Summit 3272,West Katrina,92109,Danmark,DK,19930509-6153,+45,(916)986-0795x233,1993-05-09,True
Arnold,Björklund,Villagatan 3,Lund,28321,Sverige,SE,19880818-9292,+46,08-10 27 21,1988-08-18,True
Ryan,Green,Daniel Wells 95451,South Jacob,67370,Danmark,DK,19760717-1728,+45,662-810-2726x17228,1976-07-17,True
Torill,Moe,Knutsenringen 55,Geirsund,6396,Norge,NO,19790317-8548,+47,90467465,1979-03-17,True
Hege,Abrahamsen,Bergstubben 54A,Haugen,7129,Norge,NO,19660904-5731,+47,85870866,1966-09-04,True
Sabina,Lind,Björkgatan 703,Motala,45537,Sverige,SE,19711210-4270,+46,0261-535 19,1971-12-10,True
Anna,Hassan,Strandvägen 856,Örebro,99677,Sverige,SE,19730622-9702,+46,+46 (0)22 40 96 89,1973-06-22,True
Eva,Björklund,Strandvägen 484,Falun,15252,Sverige,SE,19571012-7362,+46,08-28 77 28,1957-10-12,True
Björn,Pettersson,Strandvägen 543,Ängelholm,48104,Sverige,SE,19940917-7131,+46,0430-098 76,1994-09-17,True
Diana,Solis,Linda Shoals 43102,Brittanymouth,73209,Danmark,DK,19911008-9115,+45,845-772-6544x23950,1991-10-08,True
Johannes,Evensen,Rønningvollen 7,Danielsen,6806,Norge,NO,19471125-0503,+47,21 98 03 65,1947-11-25,True
Leif,Antonsen,Halvorsengrenda 7,Erikby,1952,Norge,NO,19870111-7566,+47,414 79 843,1987-01-11,True
Niklas,Persson,Industrivägen 5,Lidingö,40483,Sverige,SE,19540705-2960,+46,018-36 03 56,1954-07-05,True
Kristian,Huttunen,Ilmattarenbulevardi 161,Ypäjä,68267,Finland,FI,19811005-6217,+358,0180673085,1981-10-05,True
Adrian,Knudsen,Haugkroken 3,Marenborg,4554,Norge,NO,19800917-4881,+47,34 19 13 96,1980-09-17,True
Isabell,Mattsson,Björkstigen 2,Alingsås,12004,Sverige,SE,19620225-5115,+46,0298-109 42,1962-02-25,True
Lars,Brekke,Aunegropa 2,Håkonodden,7245,Norge,NO,19651102-7877,+47,+47 49 86 34 76,1965-11-02,True
Yvonne,Lind,Skolgatan 420,Varberg,73747,Sverige,SE,19540210-4766,+46,0592-93 67 71,1954-02-10,True
